uniqueID,movie_name,num_trailers,trailer_id,video_url,video_title,channel,official,teaser,days_diff,trailer_release,trailer_view,trailer_like,trailer_comment,most_recent,oldest,most_liked,most_viewed,most_comment
44,It,2,0,https://www.youtube.com/watch?v=xKJmEC5ieOk,IT - Official Trailer 1,Warner Bros. Pictures,1,,-43,7/27/2017,43790624,265472,21290,1,0,0,0,0
44,It,2,1,https://www.youtube.com/watch?v=FnCdOQsX5kc,IT - Official Teaser Trailer,Warner Bros. Pictures,,1,-163,3/29/2017,68077707,601007,53186,0,1,1,1,1
45,Thor: Ragnarok,2,0,https://www.youtube.com/watch?v=ue80QwXMRHg,Thor: Ragnarok Official Trailer,Marvel Entertainment,1,,-104,7/22/2017,81983331,888051,59779,1,0,1,1,1
45,Thor: Ragnarok,2,1,https://www.youtube.com/watch?v=v7MGUNV8MxU,Thor: Ragnarok Teaser Trailer [HD],Marvel Entertainment,,1,-207,4/10/2017,52938191,624853,52545,0,1,0,0,0
46,The Hunger Games: Mockingjay - Part 1,2,0,https://www.youtube.com/watch?v=IXshQ5mv1K8,The Hunger Games: Mockingjay Part 1 (Jennifer Lawrence) Final Trailer – “Burn”,The Hunger Games,1,,-23,10/29/2014,6570454,38873,3513,1,0,0,0,0
46,The Hunger Games: Mockingjay - Part 1,2,1,https://www.youtube.com/watch?v=C_Tsj_wTJkQ,The Hunger Games: Mockingjay Part 1 – “The Mockingjay Lives” Official Trailer,The Hunger Games,1,,-67,9/15/2014,22504104,139267,12993,0,1,1,1,1
48,Toy Story 4,3,0,https://www.youtube.com/watch?v=wmiIUN-7qhE,Toy Story 4 | Official Trailer,Pixar,1,,-94,3/19/2019,66314158,1111832,0,0,0,1,1,1
48,Toy Story 4,3,1,https://www.youtube.com/watch?v=LDXYRzerjzU,Toy Story 4 | Official Teaser Trailer,Pixar,,1,-221,11/12/2018,48132404,339199,0,0,0,0,0,0
48,Toy Story 4,3,2,https://www.youtube.com/watch?v=Pl9JS8-gnWQ,Toy Story 4 | Official Trailer 2,Pixar,1,,-31,5/21/2019,25047352,254525,0,1,1,0,0,0
49,Spider-Man: Homecoming,3,0,https://www.youtube.com/watch?v=rk-dF1lIbIg,SPIDER-MAN: HOMECOMING - Official Trailer (HD),Sony Pictures Entertainment,1,,-210,12/9/2016,11191654,85279,4099,0,0,0,0,0
49,Spider-Man: Homecoming,3,1,https://www.youtube.com/watch?v=DiTECkLZ8HM,SPIDER-MAN: HOMECOMING - Official Trailer #2 (HD),Sony Pictures Entertainment,1,,-101,3/28/2017,28313025,337138,23005,0,0,1,1,1
49,Spider-Man: Homecoming,3,2,https://www.youtube.com/watch?v=xEvV3OsE2WM,SPIDER-MAN: HOMECOMING - Official Trailer #3 (HD),Sony Pictures Entertainment,1,,-44,5/24/2017,6492012,45316,3255,1,1,0,0,0
50,Man of Steel,5,0,https://www.youtube.com/watch?v=T6DJcgm3wNY,Man of Steel - Official Trailer 3 [HD],Warner Bros. Pictures,1,,-59,4/16/2013,48948517,223084,61562,0,0,1,1,1
50,Man of Steel,5,1,https://www.youtube.com/watch?v=KVu3gS7iJu4,Man of Steel - Official Trailer #2 [HD],Warner Bros. Pictures,1,,-185,12/11/2012,42382086,150681,42702,0,0,0,0,0
50,Man of Steel,5,2,https://www.youtube.com/watch?v=NlOF03DUoWc,Man of Steel - "Fate of Your Planet" Official Trailer [HD],Warner Bros. Pictures,1,,-24,5/21/2013,14929428,54553,18406,1,0,0,0,0
50,Man of Steel,5,3,https://www.youtube.com/watch?v=-cYR5MFb8Rc,Man of Steel - Official Teaser Trailer: Jonathan Kent [HD],Warner Bros. Pictures,,1,-325,7/24/2012,838237,4956,707,0,0,0,0,0
50,Man of Steel,5,4,https://www.youtube.com/watch?v=jgrvm6OI_9Q,Man of Steel - Official Teaser Trailer: Jor-El [HD],Warner Bros. Pictures,,1,-325,7/24/2012,470970,3676,557,0,1,0,0,0
51,Alice in Wonderland,2,0,https://www.youtube.com/watch?v=pMiCJefpn9Q,Alice in Wonderland: Official Trailer #2,Walt Disney Studios,1,,-79,12/16/2009,3155804,7299,967,1,0,0,0,0
51,Alice in Wonderland,2,1,https://www.youtube.com/watch?v=LjMkNrX60mA,Alice in Wonderland Teaser 1,Walt Disney Studios,,1,-225,7/23/2009,10423678,18765,4956,0,1,1,1,1
52,Minions,3,0,https://www.youtube.com/watch?v=jc86EFjLFV4,Minions | Official Trailer 2 (HD) | Illumination,Illumination,1,,-157,2/3/2015,40686213,127415,0,0,0,0,0,1
52,Minions,3,1,https://www.youtube.com/watch?v=Wfql_DoHRKc,Minions | Official Trailer 3 (HD) | Illumination,Illumination,1,,-57,5/14/2015,26447778,60864,0,1,0,0,0,0
52,Minions,3,2,https://www.youtube.com/watch?v=P9-FCC6I7u0,Minions | Official Trailer (HD) | Illumination,Illumination,1,,-249,11/3/2014,67062869,215259,0,0,1,1,1,0
54,Pirates of the Caribbean: At World's End,1,0,https://www.youtube.com/watch?v=0op_XllRaAw,Pirates of the Caribbean: At World's End Theatrical Trailer,Tonni C,1,,-66,3/20/2007,246203,1744,235,1,1,1,1,1
55,Toy Story 3,3,0,https://www.youtube.com/watch?v=JcpWXaA2qeg,Toy Story 3: Trailer,Walt Disney Studios,1,,-248,10/13/2009,11480046,18409,0,0,0,1,1,1
55,Toy Story 3,3,1,https://www.youtube.com/watch?v=ZZv1vki4ou4,Toy Story 3 - HD Trailer,Walt Disney Studios,1,,-374,6/9/2009,7544509,16837,0,0,0,0,0,0
55,Toy Story 3,3,2,https://www.youtube.com/watch?v=TNMpa5yBf5o,Toy Story 3: Trailer 2,Walt Disney Studios,1,,-127,2/11/2010,11272663,11029,0,1,1,0,0,0
56,Transformers: Revenge of the Fallen,2,0,https://www.youtube.com/watch?v=oVNBAq6X_9M,Transformers: Revenge of the Fallen [Trailer 1] [HD] 2009,James Kearney,1,,-111,3/5/2009,95046,635,116,0,0,1,1,1
56,Transformers: Revenge of the Fallen,2,1,https://www.youtube.com/watch?v=Eh8jjEvE618,Transformers 2 Revenge of the Fallen [Trailer 2] [HD] 2009,James Kearney,1,,-8,6/16/2009,9878,52,3,1,1,0,0,0
59,Minions: The Rise of Gru,2,0,https://www.youtube.com/watch?v=6DxjJzmYsXo,Minions: The Rise of Gru | Official Trailer,Illumination,1,,-93,3/30/2022,33651688,206376,0,0,0,1,1,1
59,Minions: The Rise of Gru,2,1,https://www.youtube.com/watch?v=HhIl_XJ-OGA,Minions: The Rise of Gru | Official Trailer 3 [HD],Illumination,1,,-25,6/6/2022,15431759,69112,0,1,1,0,0,0
60,The Secret Life of Pets,2,0,https://www.youtube.com/watch?v=i-80SGWfEjM,The Secret Life Of Pets | Official Teaser Trailer (HD) | Illumination,Illumination,,1,-387,6/17/2015,33895043,118745,0,0,0,1,1,1
60,The Secret Life of Pets,2,1,https://www.youtube.com/watch?v=UZJVc_JTI_w,The Secret Life Of Pets | Trailer #2 (HD) | Illumination,Illumination,1,,-162,1/28/2016,23855312,50419,0,1,1,0,0,0
61,The Jungle Book,2,0,https://www.youtube.com/watch?v=C4qgAaxB_pc,The Jungle Book Official Big Game Trailer,Walt Disney Studios,1,,-68,2/7/2016,9493454,44730,0,1,0,0,0,1
61,The Jungle Book,2,1,https://www.youtube.com/watch?v=HcgJRQWxKnw,The Jungle Book Official US Teaser Trailer,Walt Disney Studios,,1,-213,9/15/2015,26462957,89088,0,0,1,1,1,0
62,Wonder Woman,3,0,https://www.youtube.com/watch?v=1Q8fG0TtVAY,WONDER WOMAN - Official Trailer [HD],Warner Bros. Pictures,1,,-211,11/3/2016,30635007,261454,24842,0,0,1,1,1
62,Wonder Woman,3,1,https://www.youtube.com/watch?v=VSB4wGIdDwo,WONDER WOMAN – Rise of the Warrior [Official Final Trailer],Warner Bros. Pictures,1,,-26,5/7/2017,20418292,119832,12549,1,0,0,0,0
62,Wonder Woman,3,2,https://www.youtube.com/watch?v=INLzqh7rZ-U,WONDER WOMAN - Official Origin Trailer,Warner Bros. Pictures,1,,-83,3/11/2017,11740469,132465,12680,0,1,0,0,0
65,The Hunger Games: Mockingjay - Part 2,4,0,https://www.youtube.com/watch?v=n-7K_OjsDCQ,The Hunger Games: Mockingjay Part 2 Official Trailer – “We March Together”,The Hunger Games,1,,-120,7/23/2015,23605505,152008,13050,0,0,1,1,1
65,The Hunger Games: Mockingjay - Part 2,4,1,https://www.youtube.com/watch?v=SoKIqLEGhI0,The Hunger Games: Mockingjay Part 2 Official Trailer – “Welcome To The 76th Hunger Games”,The Hunger Games,1,,-45,10/6/2015,3737068,26051,1934,1,0,0,0,0
65,The Hunger Games: Mockingjay - Part 2,4,2,https://www.youtube.com/watch?v=7UyEBSLI-0Q,The Hunger Games: Mockingjay Part 2 – Official Trailer in One Week,The Hunger Games,1,,-126,7/17/2015,281595,7442,363,0,0,0,0,0
65,The Hunger Games: Mockingjay - Part 2,4,3,https://www.youtube.com/watch?v=YddkQoxkZMQ,The Hunger Games: Mockingjay Part 2 Official Trailer – “For Prim”,The Hunger Games,1,,-65,9/16/2015,4368224,36706,4288,0,1,0,0,0
66,Indiana Jones and the Kingdom of the Crystal Skull,2,0,https://www.youtube.com/watch?v=gQT5k8qsI34,Indiana Jones 4 - Kingdom of the Crystal Skull Trailer #2 HD,IndianaJonesSite,,1,-19,5/3/2008,228820,274,150,0,0,1,1,1
66,Indiana Jones and the Kingdom of the Crystal Skull,2,1,https://www.youtube.com/watch?v=nH2bTOBxE98,Indiana Jones 4 - Kingdom of the Crystal Skull Trailer #3 HD,IndianaJonesSite,,1,-11,5/11/2008,52601,73,13,1,1,0,0,0
67,Transformers: Age of Extinction,2,0,https://www.youtube.com/watch?v=S30VkLn5a2o,Transformers: Age of Extinction Official Trailer,Transformers,1,,-42,5/16/2014,5694067,10716,947,1,0,0,0,0
67,Transformers: Age of Extinction,2,1,https://www.youtube.com/watch?v=4F33PCUTWPk,Transformers: Age of Extinction Big Game Spot,Transformers,,1,-145,2/2/2014,8799889,24603,4004,0,1,1,1,1
68,The Fate of the Furious,3,0,https://www.youtube.com/watch?v=JwMKRevYa_M,The Fate of the Furious - Official Trailer - #F8 In Theaters April 14 (HD),The Fast Saga,1,,-124,12/11/2016,20517214,163088,18624,0,0,1,1,1
68,The Fate of the Furious,3,1,https://www.youtube.com/watch?v=jeKBMdYaM3U,The Fate of the Furious - In Theaters April 14 - Official Trailer #2 (HD),The Fast Saga,1,,-36,3/9/2017,12047230,94221,6865,1,0,0,0,0
68,The Fate of the Furious,3,2,https://www.youtube.com/watch?v=vve9TtFg9wM,The Fate of the Furious - In Theaters April 14 - Official Trailer Tease (HD),The Fast Saga,,1,-126,12/9/2016,1992912,12148,2004,0,1,0,0,0
70,Transformers: Dark of the Moon,3,0,https://www.youtube.com/watch?v=97wCoDn0RrA,Transformers 3 - Dark of the Moon | OFFICIAL trailer #1 US (2011),moviemaniacsDE,1,,-201,12/10/2010,3648389,5320,1502,0,0,1,1,1
70,Transformers: Dark of the Moon,3,1,https://www.youtube.com/watch?v=Rf3OcxIFbRE,Transformers 3 - Dark of the Moon | [HD] OFFICIAL trailer #3 US (2011),moviemaniacsDE,1,,-40,5/20/2011,301651,1220,201,1,0,0,0,0
70,Transformers: Dark of the Moon,3,2,https://www.youtube.com/watch?v=E-Sg_zJrDxc,Transformers 3 - Dark of the Moon | [HD] OFFICIAL trailer #2 US (2011),moviemaniacsDE,1,,-61,4/29/2011,2147109,3980,886,0,1,0,0,0
71,Fast & Furious 6,2,0,https://www.youtube.com/watch?v=C_puVuHoR6o,Fast & Furious 6 - Final Trailer (HD),The Fast Saga,1,,-26,4/28/2013,18542131,44831,4746,1,0,1,1,1
71,Fast & Furious 6,2,1,https://www.youtube.com/watch?v=oc_P11PNvRs,Fast & Furious 6 - Trailer,Universal Pictures,1,,-99,2/14/2013,278602,1268,73,0,1,0,0,0
72,Joker,2,0,https://www.youtube.com/watch?v=zAGVQLHvwOY,JOKER - Final Trailer - Now Playing In Theaters,Warner Bros. Pictures,1,,-37,8/28/2019,99426208,1492782,99696,1,0,0,1,0
72,Joker,2,1,https://www.youtube.com/watch?v=t433PEQGErc,JOKER - Teaser Trailer - Now Playing In Theaters,Warner Bros. Pictures,,1,-184,4/3/2019,84810250,1512352,127689,0,1,1,0,1
73,Captain America: The Winter Soldier,2,0,https://www.youtube.com/watch?v=7SlILk2WMTI,Marvel's Captain America: The Winter Soldier - Trailer 2 (OFFICIAL),Marvel Entertainment,1,,-61,2/2/2014,33006661,136398,11174,1,0,1,1,1
73,Captain America: The Winter Soldier,2,1,https://www.youtube.com/watch?v=tbayiPxkUMM,Marvel's Captain America: The Winter Soldier - Trailer 1 (OFFICIAL),Marvel Entertainment,1,,-161,10/25/2013,3468627,30917,2148,0,1,0,0,0
74,Guardians of the Galaxy,2,0,https://www.youtube.com/watch?v=d96cjJhvlMA,Marvel's Guardians of the Galaxy - Trailer 1 (OFFICIAL),Marvel Entertainment,1,,-162,2/20/2014,10077433,75189,4139,0,0,1,0,1
74,Guardians of the Galaxy,2,1,https://www.youtube.com/watch?v=2LIQ2-PZBC8,Marvel's Guardians of the Galaxy - Trailer 2 (OFFICIAL),Marvel Entertainment,1,,-73,5/20/2014,10781057,37796,3024,1,1,0,1,0
75,Justice League,2,0,https://www.youtube.com/watch?v=3cxixDgHUYw,JUSTICE LEAGUE - Official Trailer 1,Warner Bros. Pictures,1,,-237,3/25/2017,40210418,457299,65507,0,0,1,1,1
75,Justice League,2,1,https://www.youtube.com/watch?v=r9-DM9uBtVI,JUSTICE LEAGUE - Official Heroes Trailer,Warner Bros. Pictures,1,,-40,10/8/2017,36055991,362559,50675,1,1,0,0,0
77,Godzilla,2,0,https://www.youtube.com/watch?v=vIu85WQTPRc,Godzilla - Official Main Trailer [HD],Godzilla: King of the Monsters,1,,-80,2/25/2014,41356004,186220,34469,1,0,1,1,1
77,Godzilla,2,1,https://www.youtube.com/watch?v=QjKO10hKtYw,Godzilla - Official Teaser Trailer [HD],Godzilla: King of the Monsters,,1,-157,12/10/2013,18677329,88714,13446,0,1,0,0,0
78,Spider-Man: Far from Home,4,0,https://www.youtube.com/watch?v=Nt9L1jCKGnE,SPIDER-MAN: FAR FROM HOME - Official Trailer,Sony Pictures Entertainment,1,,-57,5/6/2019,87130625,1994110,105878,1,0,1,1,1
78,Spider-Man: Far from Home,4,1,https://www.youtube.com/watch?v=DYYtuKyMtY8,SPIDER-MAN: FAR FROM HOME - Official Teaser Trailer,Sony Pictures Entertainment,,1,-168,1/15/2019,50880670,1309943,98562,0,0,0,0,0
78,Spider-Man: Far from Home,4,2,https://www.youtube.com/watch?v=LFoz8ZJWmPs,Spider-Man: Far From Home | Official Trailer,Marvel Entertainment,1,,-57,5/6/2019,7455952,336194,16535,0,0,0,0,0
78,Spider-Man: Far from Home,4,3,https://www.youtube.com/watch?v=VUFmhKpZKlE,Spider-Man: Far From Home | Teaser Trailer,Marvel Entertainment,,1,-168,1/15/2019,14839888,695081,52688,0,1,0,0,0
80,The Amazing Spider-Man 2,2,0,https://www.youtube.com/watch?v=nbp3Ra3Yp74,THE AMAZING SPIDER-MAN 2 - Official Trailer (HD),Sony Pictures Entertainment,1,,-148,12/5/2013,41241187,250870,29055,0,0,1,1,1
80,The Amazing Spider-Man 2,2,1,https://www.youtube.com/watch?v=DlM2CWNTQ84,The AMAZING SPIDER-MAN 2 - Official Trailer #2 (HD),Sony Pictures Entertainment,1,,-44,3/19/2014,19450082,182377,18863,1,1,0,0,0
81,Aladdin,3,0,https://www.youtube.com/watch?v=9g5knnlF7Zo,Disney's Aladdin Teaser Trailer - In Theaters May 24th 2019,Walt Disney Studios,,1,-225,10/11/2018,28860537,391423,0,0,0,0,0,0
81,Aladdin,3,1,https://www.youtube.com/watch?v=7hHECMVOq7g,Disney's Aladdin - Special Look: In Theaters May 24,Walt Disney Studios,1,,-103,2/10/2019,9421669,69985,28674,0,0,0,0,1
81,Aladdin,3,2,https://www.youtube.com/watch?v=foyufD52aog,Disney's Aladdin Official Trailer - In Theaters May 24!,Walt Disney Studios,1,,-73,3/12/2019,53219033,742807,0,1,1,1,1,0
82,It Chapter Two,1,0,https://www.youtube.com/watch?v=xhJ5P7Up3jA,IT CHAPTER TWO - Final Trailer [HD],Warner Bros. Pictures,1,,-50,7/18/2019,40639851,483813,29955,1,1,1,1,1
83,X-Men: Days of Future Past,3,0,https://www.youtube.com/watch?v=pK2zYHWDZKo,X-MEN: DAYS OF FUTURE PAST - Official Trailer (2014),X-Men Movies,1,,-206,10/29/2013,37367476,152062,27170,0,0,1,1,1
83,X-Men: Days of Future Past,3,1,https://www.youtube.com/watch?v=6acRHWnfZAE,X-Men: Days of Future Past | Official Trailer 2 [HD] | 20th Century FOX,X-Men Movies,1,,-60,3/24/2014,19159673,72331,8251,0,0,0,0,0
83,X-Men: Days of Future Past,3,2,https://www.youtube.com/watch?v=gsjtg7m1MMM,X-Men: Days of Future Past | Official Trailer 3 [HD] | 20th Century FOX,X-Men Movies,1,,-38,4/15/2014,21399886,59150,7520,1,1,0,0,0
84,Inside Out,3,0,https://www.youtube.com/watch?v=yRUAzGQ3nSY,Inside Out - Official US Trailer,Pixar,1,,-190,12/11/2014,13812288,38031,0,0,0,1,1,0
84,Inside Out,3,1,https://www.youtube.com/watch?v=1HFv47QHWJU,Inside Out - Official US Trailer 2,Pixar,1,,-101,3/10/2015,12164711,26598,0,1,0,0,0,0
84,Inside Out,3,2,https://www.youtube.com/watch?v=1t0A_tZGrYw,Inside Out US Teaser Trailer,Pixar,,1,-260,10/2/2014,9699089,24956,2861,0,1,0,0,1
86,Pirates of the Caribbean: On Stranger Tides,1,0,https://www.youtube.com/watch?v=QQ_1ZZSNFuQ,Pirates of the Caribbean 4 : On Stranger Tides | [HD] OFFICIAL trailer #1 US (2011) 3D Johnny Depp,moviemaniacsDE,1,,-158,12/13/2010,3267590,9215,2262,1,1,1,1,1
87,Venom: Let There Be Carnage,3,0,https://www.youtube.com/watch?v=-FmWuCgJmxo,VENOM: LET THERE BE CARNAGE - Official Trailer 2 (HD),Sony Pictures Entertainment,1,,-60,8/2/2021,50524308,1136881,55096,0,0,1,1,1
87,Venom: Let There Be Carnage,3,1,https://www.youtube.com/watch?v=-ezfi6FQ8Ds,VENOM: LET THERE BE CARNAGE - Official Trailer (HD),Sony Pictures Entertainment,1,,-144,5/10/2021,36094229,768208,35165,0,0,0,0,0
87,Venom: Let There Be Carnage,3,2,https://www.youtube.com/watch?v=gU4vcJIbeOU,VENOM: LET THERE BE CARNAGE - Last One Standing | In Theaters Tomorrow,Sony Pictures Entertainment,1,,-2,9/29/2021,1767713,44853,1587,1,1,0,0,0
88,Logan,2,0,https://www.youtube.com/watch?v=Div0iP65aZo,Logan | Official Trailer [HD] | 20th Century FOX,20th Century Studios,1,,-134,10/20/2016,34957332,331962,34863,0,0,1,1,1
88,Logan,2,1,https://www.youtube.com/watch?v=RH3OxVFvTeg,Logan | Trailer 2 [HD] | 20th Century FOX,20th Century Studios,1,,-43,1/19/2017,20878341,189414,15290,1,1,0,0,0
89,Skyfall,2,0,https://www.youtube.com/watch?v=6kw1UVovByw,SKYFALL - Official Trailer,Sony Pictures Entertainment,1,,-101,7/31/2012,30453618,93307,0,1,0,1,1,0
89,Skyfall,2,1,https://www.youtube.com/watch?v=24mTIE4D9JM,SKYFALL - Official Teaser Trailer,Sony Pictures Entertainment,,1,-172,5/21/2012,9968761,23837,6024,0,1,0,0,1
92,Fast Five,2,0,https://www.youtube.com/watch?v=vcn2GOuZCKI,Fast Five - Theatrical Trailer,Universal Pictures,1,,-50,3/10/2011,1010437,3364,464,1,0,0,0,0
92,Fast Five,2,1,https://www.youtube.com/watch?v=uSDNZeRX_1Y,Fast Five - Teaser Trailer,Universal Pictures,,1,-136,12/14/2010,4191480,6806,2027,0,1,1,1,1
93,The Hangover Part II,2,0,https://www.youtube.com/watch?v=ohF5ZO_zOYU,The Hangover Part II - Trailer,Warner Bros. Pictures,1,,-56,3/31/2011,5282020,19682,2059,1,0,1,1,1
93,The Hangover Part II,2,1,https://www.youtube.com/watch?v=PB0fCP7Nj3w,The Hangover Part II - Teaser Trailer,Warner Bros. Pictures,,1,-91,2/24/2011,510957,1040,192,0,1,0,0,0
94,Thor: The Dark World,2,0,https://www.youtube.com/watch?v=npvJ9FTgZbM,Thor: The Dark World Official Trailer HD,Marvel Entertainment,1,,-93,8/7/2013,21899014,99783,11801,1,0,1,1,1
94,Thor: The Dark World,2,1,https://www.youtube.com/watch?v=cltIcTPrHQk,Marvel's Thor: The Dark World - Teaser,Marvel Entertainment,,1,-198,4/24/2013,780333,3420,421,0,1,0,0,0
96,Fifty Shades of Grey,2,0,https://www.youtube.com/watch?v=6FDTMRK7-24,Fifty Shades of Grey - Official Trailer (HD),Fifty Shades,1,,-92,11/13/2014,20866604,67646,5029,1,0,1,1,0
96,Fifty Shades of Grey,2,1,https://www.youtube.com/watch?v=z4nJX8snP4s,Fifty Shades Of Grey - Official Teaser Trailer (HD),Fifty Shades,,1,-204,7/24/2014,18578850,57113,6804,0,1,0,0,1
97,Doctor Strange,2,0,https://www.youtube.com/watch?v=HSzx-zryEgM,Doctor Strange Official Trailer 2,Marvel Entertainment,1,,-104,7/23/2016,44643653,306018,27555,1,0,1,1,1
97,Doctor Strange,2,1,https://www.youtube.com/watch?v=Lt-U_t2pUHI,Marvel's Doctor Strange Teaser Trailer,Marvel Entertainment,,1,-206,4/12/2016,25688440,250606,23426,0,1,0,0,0
98,X-Men Origins: Wolverine,2,0,https://www.youtube.com/watch?v=8TQ-gD4UCmI,X-Men Origins: Wolverine Trailer "Ooh! Shiny." | Trailer | 20th Century FOX,20th Century Studios,1,,-37,3/25/2009,1316213,6444,520,1,0,1,1,1
98,X-Men Origins: Wolverine,2,1,https://www.youtube.com/watch?v=kd6zYnHwQWA,X-Men Orgins: Wolverine Trailer "Witness the Origin" | Trailer | 20th Century FOX,20th Century Studios,1,,-37,3/25/2009,251327,1333,105,0,1,0,0,0
99,The Hobbit: An Unexpected Journey,2,0,https://www.youtube.com/watch?v=SDnYMbYB-nU,The Hobbit: An Unexpected Journey - Official Trailer 2 [HD],Warner Bros. Pictures,1,,-86,9/19/2012,7418609,32676,3770,1,0,1,1,1
99,The Hobbit: An Unexpected Journey,2,1,https://www.youtube.com/watch?v=9PSXjr1gbjc,The Hobbit: An Unexpected Journey - Announcement Trailer (HD),Warner Bros. Pictures,1,,-357,12/23/2011,990659,7178,0,0,1,0,0,0
100,Solo: A Star Wars Story,3,0,https://www.youtube.com/watch?v=jPEYpryMp2s,Solo: A Star Wars Story Official Trailer,Star Wars,1,,-47,4/8/2018,20283097,228623,29948,0,0,1,1,1
100,Solo: A Star Wars Story,3,1,https://www.youtube.com/watch?v=dNW0B0HsvVs,Solo: A Star Wars Story Official Teaser,Star Wars,,1,-109,2/5/2018,13770025,206432,28069,0,0,0,0,0
100,Solo: A Star Wars Story,3,2,https://www.youtube.com/watch?v=qWG-4sMwW3g,Solo: A Star Wars Story Official Trailer (As Told with LEGO Bricks),Star Wars,1,,-6,5/19/2018,228873,6854,276,1,1,0,0,0
102,Despicable Me 2,4,0,https://www.youtube.com/watch?v=yM9sKpQOuEw,Despicable Me 2 - Trailer 2,Universal Pictures,1,,-50,5/14/2013,19831921,70277,0,1,0,0,0,1
102,Despicable Me 2,4,1,https://www.youtube.com/watch?v=6qsH_LFRr6k,Despicable Me 2 | Teaser Trailer (HD) | Illumination,Illumination,,1,-488,3/2/2012,7793203,26130,0,0,0,0,0,0
102,Despicable Me 2,4,2,https://www.youtube.com/watch?v=EK3j98PHaGM,Despicable Me 2 | Trailer #2 | Illumination,Illumination,1,,-57,5/7/2013,2918348,5141,0,0,0,0,0,0
102,Despicable Me 2,4,3,https://www.youtube.com/watch?v=TlbnGSMJQbQ,Despicable Me 2 | Trailer (HD) | Illumination,Illumination,1,,-243,11/2/2012,117794200,286125,0,0,1,1,1,0
103,Monsters University,3,0,https://www.youtube.com/watch?v=xBzPioph8CI,Monsters University Final Trailer,Pixar,1,,-22,5/30/2013,11503993,19958,0,1,0,0,1,1
103,Monsters University,3,1,https://www.youtube.com/watch?v=sED6FRXIHJc,Monsters University Teaser - Pony,Pixar,,1,-366,6/20/2012,7472764,32606,0,0,0,1,0,0
103,Monsters University,3,2,https://www.youtube.com/watch?v=E5Zbz6kRFzE,Monsters University Trailer 2,Pixar,1,,-101,3/12/2013,5882166,13970,0,0,1,0,0,0
104,Black Widow,3,0,https://www.youtube.com/watch?v=ybji16u608U,Marvel Studios' Black Widow | Official Trailer,Marvel Entertainment,1,,-487,3/9/2020,33336942,682827,34204,0,0,0,0,0
104,Black Widow,3,1,https://www.youtube.com/watch?v=RxAtuMu_ph4,Marvel Studios' Black Widow - Official Teaser Trailer,Marvel Entertainment,,1,-585,12/2/2019,48762033,1628338,93453,0,0,1,1,1
104,Black Widow,3,2,https://www.youtube.com/watch?v=Fp9pNPdNwjI,Marvel Studios’ Black Widow | New Trailer,Marvel Entertainment,1,,-97,4/3/2021,21883429,593110,24920,1,1,0,0,0
105,Venom,3,0,https://www.youtube.com/watch?v=u9Mv98Gr5pY,VENOM - Official Trailer (HD),Sony Pictures Entertainment,1,,-165,4/23/2018,85894903,1467177,120881,0,0,1,1,1
105,Venom,3,1,https://www.youtube.com/watch?v=xLCn88bfW1o,VENOM - Official Trailer 2 (HD),Sony Pictures Entertainment,1,,-66,7/31/2018,73571940,841277,82356,1,0,0,0,0
105,Venom,3,2,https://www.youtube.com/watch?v=dzxFdtWmjto,VENOM - Official Teaser Trailer (HD),Sony Pictures Entertainment,,1,-239,2/8/2018,21613005,242701,32180,0,1,0,0,0
107,Oz the Great and Powerful,2,0,https://www.youtube.com/watch?v=5NdeuYgRoTI,Oz The Great and Powerful Trailer 2,Walt Disney Studios,1,,-113,11/15/2012,3306117,9241,1640,1,0,1,1,0
107,Oz the Great and Powerful,2,1,https://www.youtube.com/watch?v=_1NGnVLDPog,Oz The Great And Powerful Trailer,Walt Disney Studios,1,,-238,7/13/2012,2968446,8655,2041,0,1,0,0,1
108,Harry Potter and the Half-Blood Prince,1,0,https://www.youtube.com/watch?v=ZgMIlFDIPNc,Harry Potter and the Half-Blood Prince Trailer,Roadshow Films,1,,-113,3/24/2009,46698,366,32,1,1,1,1,1
109,I Am Legend,1,0,https://www.youtube.com/watch?v=ewpYq9rgg3w,I Am Legend (2007) - Official Movie Trailer,akui88,1,,-50,10/25/2007,5161008,10795,2307,1,1,1,1,1
110,Harry Potter and the Order of the Phoenix,1,0,https://www.youtube.com/watch?v=1OBDX7YRhLU,Harry Potter and the Order of the Phoenix (Official Trailer),Harlychan,1,,-189,1/3/2007,137651,222,46,1,1,1,1,1
112,Avatar,1,0,https://www.youtube.com/watch?v=5PSNL1qE6VY,Avatar | Official Trailer (HD) | 20th Century FOX,20th Century Studios,1,,-39,11/9/2009,12158818,78255,8923,1,1,1,1,1
113,Halloween,2,0,https://www.youtube.com/watch?v=ek1ePFp-nBI,Halloween - Official Trailer (HD),Universal Pictures,1,,-133,6/8/2018,36713919,369655,46202,0,0,1,1,1
113,Halloween,2,1,https://www.youtube.com/watch?v=x_-x4Dwz-rU,Halloween - New Trailer [HD],Universal Pictures,1,,-44,9/5/2018,9771626,128651,15456,1,1,0,0,0
114,Ant-Man and the Wasp,2,0,https://www.youtube.com/watch?v=8_rTIAOohas,Marvel Studios' Ant-Man and the Wasp - Official Trailer #1,Marvel Entertainment,1,,-157,1/30/2018,17359714,352422,24317,0,0,0,0,0
