movie_name,video_url,video_title,channel,score,id,official_trailer,known_channels_used,official,teaser
,,,,,,,,,
Blindness,None,None,None,None,None,None,None,,
,,,,,,,,,
Deception,https://www.youtube.com/watch?v=IEToyY2HWGc,Deception Trailer Deutsch/German - Erhältlich auf DVD!,StarsImUniversum,0.67,1,0,0,1,
,,,,,,,,,
Belle,https://www.youtube.com/watch?v=SgVUft_Ogkg,BELLE Tráiler Español (2021),SensaCine TRAILERS,0.67,1,0,0,,
Belle,https://www.youtube.com/watch?v=3_mmZlM8kNo,Belle Medley ENG,Belle  Official  YouTube Channel,0.33,2,0,0,,
Belle,https://www.youtube.com/watch?v=Iqt8tzH4c6Y,BELLE (2021) - 70 Second Trailer [HQ],スタジオ地図 / STUDIO CHIZU,0.67,3,0,0,,
Belle,https://www.youtube.com/watch?v=-l-nWz6dhE8,Belle | Official Trailer | The New Film By Mamoru Hosoda | Experience It In IMAX®,IMAX,1.0,4,1,0,,
Belle,https://www.youtube.com/watch?v=Wtdk6owFj2o,Belle Trailer 2013 Gugu Tom Felton Amma Asante 2014 Movie - Official [HD],Cieon Movies,1.0,5,1,0,1,
Belle,https://www.youtube.com/watch?v=5tjOrjxTN7k,BELLE - Offizieller Trailer (deutsch/german) | Anime HD,KSM Anime,0.67,6,0,0,,
,,,,,,,,,
News of the World,https://www.youtube.com/watch?v=zTZDb_iKooI,News of the World - Official Trailer,Universal Pictures,1.0,1,1,1,1,
,,,,,,,,,
Action Point,https://www.youtube.com/watch?v=ri1Cc3Yz09U,Action Point (2018) - Official Trailer - Paramount Pictures,Paramount Pictures,1.0,1,1,1,1,
,,,,,,,,,
The Seeker: The Dark Is Rising,https://www.youtube.com/watch?v=LmoTJvxRwp0,The Dark Is Rising Trailer 1,GSonlyone,0.75,1,1,0,,
The Seeker: The Dark Is Rising,https://www.youtube.com/watch?v=oXFtYaKvTDs,Dark is Rising Trailer,20th Century Studios NL,0.5,2,0,0,1,
,,,,,,,,,
The Squeeze,https://www.youtube.com/watch?v=3sYXaMsTeUM,The Squeeze (1977) Trailer - Color / 2:44 mins,Vulture Graffix,0.75,1,1,0,1,
,,,,,,,,,
The Cold Light of Day,https://www.youtube.com/watch?v=qxJpe8d2dBQ,The Cold Light of Day (2012) Official Trailer - Bruce Willis Henry Cavill,The Dollar Theater,1.0,1,1,0,1,
The Cold Light of Day,https://www.youtube.com/watch?v=NdUaXL83r34,The Cold Light Of Day - Official Trailer 2012 [HD],trailershdefinitions,1.0,2,1,0,,
The Cold Light of Day,https://www.youtube.com/watch?v=LaCJWuZ_oRU,The Cold Light of Day - Official Movie Trailer [HD],Henry Cavill Fanpage,1.0,3,1,0,,
The Cold Light of Day,https://www.youtube.com/watch?v=gTQ2wUG-fJQ,The Cold Light of Day Official Trailer #1 - Bruce Willis Henry Cavill Movie (2012) HD,moviesoundtrackvideo,1.0,4,1,0,,
,,,,,,,,,
September Dawn,https://www.youtube.com/watch?v=E0qxsaBkAiU,September Dawn Movie Trailer!!!!!!!,greymatter711,0.75,1,1,0,1,
September Dawn,https://www.youtube.com/watch?v=a-hgY3xNTCY,SEPTEMBER DAWN FORCES LDS CHURCH TO ADMIT GUILT,greymatter711,0.5,2,0,0,,
September Dawn,https://www.youtube.com/watch?v=EX-1d1kyOi8,SEPTEMBER DAWN on Hannity & Colmes,provoguy57,0.5,3,0,0,,
,,,,,,,,,
Coldplay: Music of the Spheres: Live Broadcast from Buenos Aires,https://www.youtube.com/watch?v=vitp2fLRHT0,Coldplay Live Broadcast From Buenos Aires (Official trailer),Coldplay,0.67,1,0,0,,
Coldplay: Music of the Spheres: Live Broadcast from Buenos Aires,https://www.youtube.com/watch?v=hZDJjSHHGok,Coldplay - Music Of The Spheres World Tour 2023 (Official trailer),Coldplay,0.58,2,0,0,1,
Coldplay: Music of the Spheres: Live Broadcast from Buenos Aires,https://www.youtube.com/watch?v=6eUG0dVKhDo,COLDPLAY. MUSIC OF THE SPHERES. LIVE BROADCAST FROM BUENOS AIRES: al cinema il 29 ottobre.,Nexo Digital,0.83,3,1,0,,
Coldplay: Music of the Spheres: Live Broadcast from Buenos Aires,https://www.youtube.com/watch?v=m8u8_5kkWwo,Coldplay Live Broadcast From Buenos Aires @ Village Cinemas,VILLAGE,0.5,4,0,0,,
,,,,,,,,,
Scouts Guide to the Zombie Apocalypse,https://www.youtube.com/watch?v=dTx99deorSU,"Scouts Guide to the Zombie Apocalypse | ""Tonight"" Trailer | Paramount Pictures International",Paramount Pictures International,0.88,1,1,1,,
Scouts Guide to the Zombie Apocalypse,https://www.youtube.com/watch?v=wAd4cRUxdP0,Scouts Guide to the Zombie Apocalypse | Trailer | Paramount Pictures International,Paramount Pictures International,0.88,2,1,1,1,
,,,,,,,,,
Three Thousand Years of Longing,https://www.youtube.com/watch?v=TWGvntl9itE,THREE THOUSAND YEARS OF LONGING | Official Trailer | MGM Studios,MGM,1.0,1,1,0,1,
Three Thousand Years of Longing,https://www.youtube.com/watch?v=8lcdF25Wkw4,Three Thousand Years of Longing (2022) - Tráiler Subtitulado en Español,CINECONECTA,0.86,2,1,0,,
Three Thousand Years of Longing,https://www.youtube.com/watch?v=-AGrD--BweE,THREE THOUSAND YEARS OF LONGING Trailer 2 (2022),ONE Media,0.86,3,1,0,,
Three Thousand Years of Longing,https://www.youtube.com/watch?v=Pi1THT0cE80,THREE THOUSAND YEARS OF LONGING (2022) | Behind The Scenes of Idris Elba Fantasy Movie,FilmIsNow Movie Bloopers & Extras,0.71,4,0,0,,
Three Thousand Years of Longing,https://www.youtube.com/watch?v=sBTMjHcd1mI,THREE THOUSAND YEARS OF LONGING Trailer (2022) Idris Elba Tilda Swinton,Movie Coverage,0.86,5,1,0,,
Three Thousand Years of Longing,https://www.youtube.com/watch?v=mvl6aSoQ-n0,THREE THOUSAND YEARS OF LONGING Trailer German Deutsch (2022),KinoCheck,0.86,6,1,0,,
Three Thousand Years of Longing,https://www.youtube.com/watch?v=-8JrkA8Mdyc,TRES MIL AÑOS ESPERÁNDOTE Tráiler Español (2022),SensaCine TRAILERS,0.14,7,0,0,,
,,,,,,,,,
Last Ounce of Courage,https://www.youtube.com/watch?v=A5iue0Wi3gY,Last Ounce of Courage trailer,Kevin McAfee,0.83,1,1,0,1,
Last Ounce of Courage,https://www.youtube.com/watch?v=MMtT_SKzsyk,Last Ounce Of Courage Trailer on Vimeo.mp4,Tammy Brigham,0.83,2,1,0,,
Last Ounce of Courage,https://www.youtube.com/watch?v=AUsa-eO6A2A,Last Ounce of Courage CHRISTIAN trailer (for churches),PatrioticToDaBone,0.83,3,1,0,,
,,,,,,,,,
The Metropolitan Opera HD Live: Donizetti: L'Elisir d'Amore,https://www.youtube.com/watch?v=KDKZWl_rEh8,L’Elisir d’Amore at the Metropolitan Opera,Metropolitan Opera,0.5,1,0,0,1,
The Metropolitan Opera HD Live: Donizetti: L'Elisir d'Amore,https://www.youtube.com/watch?v=zx1Y5ljpmzk,The Sound Of...L'Elisir D'Amore,The Sound Of...,0.2,2,0,0,,
The Metropolitan Opera HD Live: Donizetti: L'Elisir d'Amore,https://www.youtube.com/watch?v=xm5Vhj-6Mvg,The Metropolitan Opera: L'Elisir d'Amore - Trailer,Foroxity Filmarena,0.6,3,0,0,,
The Metropolitan Opera HD Live: Donizetti: L'Elisir d'Amore,https://www.youtube.com/watch?v=Yrr6lBDl58E,GREAT PERFORMANCES AT THE MET | Official Trailer: L’Elisir d’Amore | PBS,PBS,0.5,4,0,0,,
The Metropolitan Opera HD Live: Donizetti: L'Elisir d'Amore,https://www.youtube.com/watch?v=lNV0UMAhPOU,L'Elisir D'Amore (Trailer Oficial),Full Dimensional Entertainment,0.3,5,0,0,,
The Metropolitan Opera HD Live: Donizetti: L'Elisir d'Amore,https://www.youtube.com/watch?v=PA3a-CJaJUg,L'elisir d'amore trailer (The Royal Opera),Royal Opera House,0.5,6,0,0,,
The Metropolitan Opera HD Live: Donizetti: L'Elisir d'Amore,https://www.youtube.com/watch?v=Ybew3k8mn90,L’Elisir d’Amore: Trailer,Metropolitan Opera,0.3,7,0,0,,
,,,,,,,,,
Letters to God,https://www.youtube.com/watch?v=RlKf6eL4RSg,Letters to God - Trailer HD,GlobalTrailers,0.8,1,1,0,,
Letters to God,https://www.youtube.com/watch?v=9bYaYvcqFk8,Letters to God Official Theatrical Trailer,LTGmovie,1.0,2,1,0,1,
Letters to God,https://www.youtube.com/watch?v=z-0GHazNDrI,Movie Trailer: Letters to God,Christianbook.com,0.8,3,1,0,,
,,,,,,,,,
The Sun Is Also a Star,https://www.youtube.com/watch?v=3On0BXzGnuI,THE SUN IS ALSO A STAR - Official Trailer,Warner Bros. Pictures,1.0,1,1,1,1,
,,,,,,,,,
Captive State,https://www.youtube.com/watch?v=i68xCzI406A,CAPTIVE STATE | Official Trailer | Focus Features,Focus Features,1.0,1,1,0,1,
Captive State,https://www.youtube.com/watch?v=uwZEdpe3N9g,CAPTIVE STATE - OFFICIAL TEASER TRAILER [HD] - In Theaters March 2019,Focus Features,1.0,2,1,0,,1
Captive State,https://www.youtube.com/watch?v=ZgfmwflBqNo,Captive State - Trailer #1 (2019) John Goodman Machine Gun Kelly  Ashton Sanders,IGN,0.75,3,1,0,,
Captive State,https://www.youtube.com/watch?v=ESxrJtJfIFU,CAPTIVE STATE | Teaser Trailer | Focus Features,Focus Features,0.75,4,1,0,,
Captive State,https://www.youtube.com/watch?v=UapLsHM4OZc,CAPTIVE STATE Official Trailer (2019) John Goodman Vera Farmiga Sci-Fi Movie HD,ONE Media,1.0,5,1,0,,
,,,,,,,,,
The Metropolitan Opera HD Live: Verdi: Luisa Miller,https://www.youtube.com/watch?v=chiXdpjBMGI,MET Opera: Luisa Miller (Verdi)(Live 2018) Trailer,DeinKinoticket.de,0.4,1,0,0,,
The Metropolitan Opera HD Live: Verdi: Luisa Miller,https://www.youtube.com/watch?v=KzgZet50Rv4,GREAT PERFORMANCES AT THE MET | Official Trailer | Luisa Miller | PBS,PBS,0.5,2,0,0,,
The Metropolitan Opera HD Live: Verdi: Luisa Miller,https://www.youtube.com/watch?v=CTqAUMee4Ws,VERDI LUISA MILLER  Ricciarelli Domingo  Bruson  Connell  Maazel,KATIA RICCIARELLI TRIBUTE,0.3,3,0,0,,
The Metropolitan Opera HD Live: Verdi: Luisa Miller,https://www.youtube.com/watch?v=IgqNt8R7Klg,Luisa Miller. Giuseppe Verdi. Padre ricevi l'estremo addio,ABAO Bilbao Opera,0.3,4,0,0,,
,,,,,,,,,
Memory,https://www.youtube.com/watch?v=ye63hQLDj4k,Memory | Official Trailer | At Home on Demand,Open Road Films,1.0,1,1,0,1,
Memory,https://www.youtube.com/watch?v=5Kr6nl18O3Q,Memory (2022) - Tráiler Subtitulado en Español,CINECONECTA,0.67,2,0,0,,
Memory,https://www.youtube.com/watch?v=glj_Dymsx4k,MEMORIA - Official Trailer,GabMaxFilm,0.67,3,0,0,,
Memory,https://www.youtube.com/watch?v=6OS_LxM6y7o,MEMORY Official Trailer (2022),Movie Trailers Source,1.0,4,1,0,,
Memory,https://www.youtube.com/watch?v=NTyRMfdDfc8,Memories trailer,BreadCrustCouncil,0.33,5,0,0,,
Memory,https://www.youtube.com/watch?v=D9fqhED0Qig,MEMORY Trailer (2022) Liam Neeson Monica Bellucci Guy Pearce Movie,Movie Coverage,0.67,6,0,0,,
,,,,,,,,,
Penguins,https://www.youtube.com/watch?v=VubxHFy7ocE,Disneynature's Penguins Official Trailer,Walt Disney Studios,1.0,1,1,1,1,
,,,,,,,,,
Sword Art Online: Progressive - Aria of a Starless Night,https://www.youtube.com/watch?v=m8vlE_CpHWw,"TRÁILER OFICIAL 4 - Sword Art Online Progressive Aria of a Starless Night | LiSA ""GO"" | SUB ESPAÑOL",iFedeLima YT,0.9,1,1,0,,
Sword Art Online: Progressive - Aria of a Starless Night,https://www.youtube.com/watch?v=VmOLSoEzLoc,Sword Art Online the Movie -Progressive- Aria of a Starless Night Trailer 1,Aniplex USA,0.9,2,1,0,,
Sword Art Online: Progressive - Aria of a Starless Night,https://www.youtube.com/watch?v=J3-lSaS2rlU,Sword Art Online the Movie -Progressive- Aria of a Starless Night English Dub In Theaters December 3,Aniplex USA,0.8,3,1,0,,
Sword Art Online: Progressive - Aria of a Starless Night,https://www.youtube.com/watch?v=DLefw0xvDVU,"Sword Art Online: Progressive Theme Song | LiSA - ""Yuke"" | Sub Español Romaji & English-AMV",AngelOBRSK Lyrics,0.4,4,0,0,,
Sword Art Online: Progressive - Aria of a Starless Night,https://www.youtube.com/watch?v=B1uqEFsmUK4,Sword Art Online Progressive Aria Of a Starless Night - Trailer #2 | SUB ESPAÑOL [2.0],iFedeLima YT,0.9,5,1,0,,
,,,,,,,,,
Welcome to Marwen,https://www.youtube.com/watch?v=W6dy7xQ8NeE,Welcome to Marwen - Official Trailer,Universal Pictures,1.0,1,1,1,1,
Welcome to Marwen,https://www.youtube.com/watch?v=rBiyoc4E3mM,Welcome to Marwen - Official Trailer 2,Universal Pictures,1.0,2,1,1,1,
Welcome to Marwen,https://www.youtube.com/watch?v=qZGxWSuiiZk,Welcome to Marwen - Official Trailer 3,Universal Pictures,1.0,3,1,1,1,
,,,,,,,,,
See How They Run,https://www.youtube.com/watch?v=Q00qh7Ab6Mk,SEE HOW THEY RUN | Official Trailer | Searchlight Pictures,SearchlightPictures,1.0,1,1,0,1,
See How They Run,https://www.youtube.com/watch?v=d_1TEdZBmLY,SEE HOW THEY RUN Trailer (2022) Saoirse Ronan Adrien Brody,Movie Coverage,0.83,2,1,0,,
See How They Run,https://www.youtube.com/watch?v=CREeG58DZr8,SEE HOW THEY RUN Official Trailer (2022),Movie Trailers Source,1.0,3,1,0,,
,,,,,,,,,
The Hurricane Heist,https://www.youtube.com/watch?v=56whWF2NJrM,THE HURRICANE HEIST Official Trailer (2018) Maggie Grace Action Movie HD,ONE Media,1.0,1,1,0,1,
The Hurricane Heist,https://www.youtube.com/watch?v=gqkIiQQwPuw,THE HURRICANE HEIST (2018) TRAILER,Trailer show,0.8,2,1,0,,
The Hurricane Heist,https://www.youtube.com/watch?v=IgrDj5cqPZ8,The Hurricane Heist Trailer Song (Scorpions - Rock You Like A Hurricane),Trailer To Go,0.8,3,1,0,,
The Hurricane Heist,https://www.youtube.com/watch?v=gGXZ-YvxyPw,The Hurricane Heist Trailer (2018) Action Movie,New Trailer Buzz,0.8,4,1,0,,
The Hurricane Heist,https://www.youtube.com/watch?v=Cz47-yC-ej8,El Gran Huracán Categoría 5 (The Hurricane Heist) - Trailer,Supra Cinema,0.8,5,1,0,,
,,,,,,,,,
Monster Hunter,https://www.youtube.com/watch?v=3od-kQMTZ9M,MONSTER HUNTER - Official Trailer (HD),Sony Pictures Entertainment,1.0,1,1,1,1,
,,,,,,,,,
Blacklight,https://www.youtube.com/watch?v=JoqKX671qg4,Blacklight (2022) - Tráiler Subtitulado en Español,CINECONECTA,0.67,1,0,0,,
Blacklight,https://www.youtube.com/watch?v=k_N9pU4FMOs,Blacklight Official Trailer | Sky Original | Liam Neeson | Sky Cinema,Sky Cinema,1.0,2,1,0,1,
Blacklight,https://www.youtube.com/watch?v=qBr_i-pCvy0,NEW MOVIE TRAILERS (2022) Official #7,MovieGasm.com,0.33,3,0,0,,
Blacklight,https://www.youtube.com/watch?v=93aJ7mnmDa8,BLACKLIGHT Official Trailer (NEW 2022) Liam Neeson Action Movie,Rapid Trailer,1.0,4,1,0,,
Blacklight,https://www.youtube.com/watch?v=uPlCr1FFTZI,BLACKLIGHT Trailer (2022) Liam Neeson,Movie Trailers Source,0.67,5,0,0,,
Blacklight,https://www.youtube.com/watch?v=zmwGdFHr0W0,Liam Neeson’s Movie Blacklight Offers Thrill with a Political Edge | The Tonight Show,The Tonight Show Starring Jimmy Fallon,0.33,6,0,0,,
,,,,,,,,,
Early Man,https://www.youtube.com/watch?v=TiNkCP7unTE,Early Man (2018 Movie) Official U.S. Trailer - Eddie Redmayne Tom Hiddleston Maisie Williams,Lionsgate Movies,1.0,1,1,1,1,
Early Man,https://www.youtube.com/watch?v=ggnigvymLlU,Early Man (2018 Movie) Official Teaser Trailer - Eddie Redmayne Tom Hiddleston Maisie Williams,Lionsgate Movies,1.0,2,1,1,,1
Early Man,https://www.youtube.com/watch?v=i9oLpRpi9qU,Early Man (2018 Movie) Official Final Trailer - Eddie Redmayne Tom Hiddleston Maisie Williams,Lionsgate Movies,1.0,3,1,1,1,
,,,,,,,,,
The Night House,https://www.youtube.com/watch?v=2Tshycci2ZA,THE NIGHT HOUSE | Official Trailer | Searchlight Pictures,SearchlightPictures,1.0,1,1,0,1,
The Night House,https://www.youtube.com/watch?v=W8WQGXkif_s,THE NIGHT HOUSE | Official Trailer | Searchlight Pictures,SearchlightPictures,1.0,2,1,0,1,
The Night House,https://www.youtube.com/watch?v=PpjZ-7OVBQg,THE SEVENTH DAY Official Trailer (2021) Guy Pearce Exorcist Horror Movie HD,ONE Media,0.6,3,0,0,,
The Night House,https://www.youtube.com/watch?v=dcpdidQD8Xk,‘The Night House’ official trailer,Nu Metro,1.0,4,1,0,,
The Night House,https://www.youtube.com/watch?v=tRsoFy-UwyQ,THE NIGHT HOUSE Official Trailer (2021),Movie Trailers Source,1.0,5,1,0,,
The Night House,https://www.youtube.com/watch?v=Nr42jSgiMEg,THE NIGHT HOUSE | Official Trailer | Searchlight Pictures,Searchlight Pictures UK,1.0,6,1,0,,
,,,,,,,,,
Demolition,https://www.youtube.com/watch?v=3UnSXelOJo0,DEMOLITION: Official HD Trailer,SearchlightPictures,1.0,1,1,0,1,
Demolition,https://www.youtube.com/watch?v=eTJ1qS7KOm4,DEMOLITION: Official HD Teaser Trailer,SearchlightPictures,1.0,2,1,0,,1
,,,,,,,,,
The Darkest Hour,https://www.youtube.com/watch?v=IgXzLMQuQ6Y,The Darkest Hour (2011) Offical Trailer - Emile Hirsch Olivia Thirlby,The Dollar Theater,0.8,1,1,0,1,
The Darkest Hour,https://www.youtube.com/watch?v=Nbns9vRejHg,The Darkest Hour | Official Trailer HD | 2011,20th Century Studios UK,1.0,2,1,0,,
,,,,,,,,,
The Metropolitan Opera HD Live: Saint-Saëns: Samson et Dalila,https://www.youtube.com/watch?v=0A3GUXHVgRs,Samson et Dalila: Trailer,Metropolitan Opera,0.36,1,0,0,1,
The Metropolitan Opera HD Live: Saint-Saëns: Samson et Dalila,https://www.youtube.com/watch?v=nGLZZz61aOM,Camille Saint Saens Samson et Dalila Bertini Domingo Borodina Lafont,La Cabra Films,0.27,2,0,0,,
The Metropolitan Opera HD Live: Saint-Saëns: Samson et Dalila,https://www.youtube.com/watch?v=ZtiPQATpEjg,Samson et Dalila Preview | Great Performances at the Met | PBS,PBS,0.36,3,0,0,,
The Metropolitan Opera HD Live: Saint-Saëns: Samson et Dalila,https://www.youtube.com/watch?v=iycgw2kKH6w,Samson et Dalila at the Metropolitan Opera,Metropolitan Opera,0.55,4,0,0,,
The Metropolitan Opera HD Live: Saint-Saëns: Samson et Dalila,https://www.youtube.com/watch?v=RcAGFgPCigw,Saint-Saëns: Danse Bacchanale · Dietrich Paredes · Orquesta Sinfónica Juvenil de Caracas,Sinfónica Juvenil de Caracas,0.09,5,0,0,,
The Metropolitan Opera HD Live: Saint-Saëns: Samson et Dalila,https://www.youtube.com/watch?v=lPOyBtlHKn8,The Metropolitan Opera: Samson et Dalila,Fathom Events,0.55,6,0,0,,
The Metropolitan Opera HD Live: Saint-Saëns: Samson et Dalila,https://www.youtube.com/watch?v=QNooPUgC1N4,Samson et Dalila - filmed live from the Met Opera!,Sharmill Films,0.55,7,0,0,,
The Metropolitan Opera HD Live: Saint-Saëns: Samson et Dalila,https://www.youtube.com/watch?v=zEtWIsuXfkI,Camille Saint-Saëns: Samson et Dalila Part I,EuroArtsChannel,0.36,8,0,0,,
,,,,,,,,,
The Wild Life,https://www.youtube.com/watch?v=KNCjU9VEuNc,The Wild Life (2016 Movie) Official Trailer – “Animal Island”,Lionsgate Movies,1.0,1,1,1,1,
The Wild Life,https://www.youtube.com/watch?v=cSnWU4HtMrM,"The Wild Life (2016 Movie) Official Trailer – ""Crash The Party""",Lionsgate Movies,1.0,2,1,1,1,
,,,,,,,,,
Jexi,https://www.youtube.com/watch?v=EtpBbRsNr-M,Jexi (2019 Movie) Red Band Trailer — Adam Devine Rose Byrne,Lionsgate Movies,0.67,1,0,1,,
Jexi,https://www.youtube.com/watch?v=8UqXUwgl15k,Jexi (2019 Movie) Official Green Band Trailer — Adam Devine Rose Byrne,Lionsgate Movies,1.0,2,1,1,1,
,,,,,,,,,
Nightmare Alley,https://www.youtube.com/watch?v=Q81Yf46Oj3s,NIGHTMARE ALLEY | Official Trailer | Searchlight Pictures,SearchlightPictures,1.0,1,1,0,1,
Nightmare Alley,https://www.youtube.com/watch?v=k-qVV8zyVmI,NIGHTMARE ALLEY | Official Teaser Trailer | Searchlight Pictures,SearchlightPictures,1.0,2,1,0,,1
Nightmare Alley,https://www.youtube.com/watch?v=QPYkZHPwC8E,NIGHTMARE ALLEY Trailer (2021),ONE Media,0.75,3,1,0,,
Nightmare Alley,https://www.youtube.com/watch?v=KhNKQ9VRiEI,Nightmare Alley | Official International Trailer | Searchlight Pictures,Searchlight Pictures UK,1.0,4,1,0,,
Nightmare Alley,https://www.youtube.com/watch?v=X5FGCv17i1E,Nightmare Alley | Official Trailer | Searchlight Pictures,20th Century Studios AU,1.0,5,1,0,,
Nightmare Alley,https://www.youtube.com/watch?v=zxZI8PYj2DM,NIGHTMARE ALLEY Official Trailer (2021) | Bradley Cooper | Crime Drama Movie,OTZ Media,1.0,6,1,0,,
Nightmare Alley,https://www.youtube.com/watch?v=Mo-NAWxJuDI,El Callejón de Las Almas Perdidas | Tráiler Oficial | Subtitulado,20th Century Studios LA,0.25,7,0,0,,
Nightmare Alley,https://www.youtube.com/watch?v=4G3SS4LZRoQ,Nightmare Alley 1947 Trailer,Screenbound Pictures,0.75,8,1,0,,
,,,,,,,,,
The Courier,https://www.youtube.com/watch?v=Qeo8qs9xohM,The Courier Official Trailer | In Theaters March 19,RoadsideFlix,1.0,1,1,0,1,
The Courier,https://www.youtube.com/watch?v=EcaNxEVqsnM,THE COURIER | UK Trailer | Starring Olga Kurylenko and Gary Oldman,Signature Entertainment,0.75,2,1,0,,
The Courier,https://www.youtube.com/watch?v=zbR1A95Ll8Q,THE COURIER Trailer (2021) Benedict Cumberbatch Movie,Movie Coverage,0.75,3,1,0,,
The Courier,https://www.youtube.com/watch?v=zGMT0T6s1_U,THE COURIER Official Trailer (2021) Benedict Cumberbatch Thriller Movie HD,Rapid Trailer,1.0,4,1,0,,
The Courier,https://www.youtube.com/watch?v=VHLq1-tlhyM,The Courier - Trailer (2019) | Olga Kurylenko Gary Oldman,VVS Films,0.75,5,1,0,,
The Courier,https://www.youtube.com/watch?v=cERrVZk94wY,THE COURIER Trailer (2019),FilmSelect Trailer,0.75,6,1,0,,
The Courier,https://www.youtube.com/watch?v=dwzIHM0jRIU,The Courier (2012)  US Trailer - Well Go USA,Well Go USA Entertainment,0.75,7,1,0,,
The Courier,https://www.youtube.com/watch?v=lce-sdheqW8,Full action movies sub indo the-courier-2019,Izal Al,0.0,8,0,0,,
,,,,,,,,,
The Space Between Us,https://www.youtube.com/watch?v=x73-573aWfs,The Space Between Us | Official Trailer | Own it Now on Digital HD Blu-ray™ & DVD,STXfilms,1.0,1,1,0,1,
The Space Between Us,https://www.youtube.com/watch?v=NdxFnGL_OlA,The Space Between Us - Official Trailer (HD),The Space Between Us,1.0,2,1,0,,
The Space Between Us,https://www.youtube.com/watch?v=BQg71qBQdC8,The Space Between Us - Trailer,Universal Pictures All-Access,0.83,3,1,0,,
The Space Between Us,https://www.youtube.com/watch?v=Y17G7E5vm5E,The Space Between Us - Trailer #3 (2016) - Britt Robertson Asa Butterfield Gary Oldman,VVS Films,0.83,4,1,0,,
The Space Between Us,https://www.youtube.com/watch?v=AFjJ7Itetgk,The Space Between Us | Official Trailer 2 | Own it Now on Digital HD Blu-ray™ & DVD,STXfilms,1.0,5,1,0,1,
The Space Between Us,https://www.youtube.com/watch?v=qaJ7oafs0q8,"CGI VFX Trailers: ""The Space Between Us - Official Trailer"" | TheCGBros",TheCGBros,1.0,6,1,0,,
,,,,,,,,,
The Resurrection of Gavin Stone,https://www.youtube.com/watch?v=DSGJtl7Ice8,"THE RESURRECTION OF GAVIN STONE - BEHIND THE SCENES: ""FINDING ONE'S WAY""",The Resurrection of Gavin Stone,0.71,1,0,0,,
The Resurrection of Gavin Stone,https://www.youtube.com/watch?v=DWXtFFj7sBg,"THE RESURRECTION OF GAVIN STONE - ""FRIENDSHIP"" TV SPOT (2017)",The Resurrection of Gavin Stone,0.71,2,0,0,,
The Resurrection of Gavin Stone,https://www.youtube.com/watch?v=Iw8p8LKBPRw,THE RESURRECTION OF GAVIN STONE - OFFICIAL TRAILER,Vertical Church Films,1.0,3,1,0,1,
The Resurrection of Gavin Stone,https://www.youtube.com/watch?v=zB4xx1CnC_E,Catholics Discuss The Resurrection of Gavin Stone Trailer,New Catholic Generation,0.86,4,1,0,,
,,,,,,,,,
The Metropolitan Opera HD Live: Massenet: Cendrillon,https://www.youtube.com/watch?v=SnpezIDSK6Q,Cendrillon: Trailer,Metropolitan Opera,0.22,1,0,0,1,
The Metropolitan Opera HD Live: Massenet: Cendrillon,https://www.youtube.com/watch?v=thopB0vfeFw,MET Opera: Cendrillon (Massenet)(Live 2018) Trailer,DeinKinoticket.de,0.33,2,0,0,,
The Metropolitan Opera HD Live: Massenet: Cendrillon,https://www.youtube.com/watch?v=9ejikMV8e2w,GREAT PERFORMANCES AT THE MET | Official Trailer: Cendrillon | PBS,PBS,0.44,3,0,0,,
,,,,,,,,,
Fun Size,https://www.youtube.com/watch?v=8eFSDTBqvIU,Fun Size Movie Official Trailer,Paramount Pictures,1.0,1,1,1,1,
,,,,,,,,,
Hotel Artemis,https://www.youtube.com/watch?v=r-gOk4ERXhc,HOTEL ARTEMIS Official Trailer (2018) Sofia Boutella Dave Bautista Movie HD,Rapid Trailer,1.0,1,1,0,,
Hotel Artemis,https://www.youtube.com/watch?v=JqfuKsoEEms,Hotel Artemis | Official Trailer [HD] | Open Road Films,Open Road Films,1.0,2,1,0,1,
Hotel Artemis,https://www.youtube.com/watch?v=Abdh690zfZI,Hotel Artemis Official Trailer #1 (2018) Jodie Foster Dave Bautista Thriller Movie HD,Zero Media,1.0,3,1,0,,
,,,,,,,,,
Post Grad,https://www.youtube.com/watch?v=iFR4SgfqAFc,POST GRAD -  Official Trailer,SearchlightPictures,1.0,1,1,0,1,
Post Grad,https://www.youtube.com/watch?v=011CHXRYabg,Post Grad - trailer (2009) (HD) (HQ),TrailersNews,0.75,2,1,0,,
Post Grad,https://www.youtube.com/watch?v=AELFLTkr03g,Post Grad - Official Trailer - Spanish Subtitles,whativylikes,1.0,3,1,0,,
,,,,,,,,,
The Last Legion,None,None,None,None,None,None,None,,
,,,,,,,,,
Kickin' It Old Skool,https://www.youtube.com/watch?v=ZPNnyR8fPDE,KICKIN IT OLD SKOOL TRAILER • NOW IN THEATRES APRIL 27TH,harv666,0.83,1,1,0,1,
Kickin' It Old Skool,https://www.youtube.com/watch?v=YZaYft7lLUs,Kickin It Old Skool - Clip - Dance Team Signup,YFGR,0.67,2,0,0,,
,,,,,,,,,
The Color Purple,https://www.youtube.com/watch?v=QvpgNiU018s,The Color Purple Trailer,Warner Bros.,0.8,1,1,1,1,
,,,,,,,,,
The Ex,https://www.youtube.com/watch?v=rVAZZG1y2j4,The Ex Movie Trailer,Alon10,0.75,1,1,0,1,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
